Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'1041 Dexter St',2.614815,1954,1485,0,0,0.1,?,0.6,2.295916,?
'20244 Pleasant Valley Rd',2.631944,?,?,?,?,?,?,?,1.969851,?
'10039 Hilltop St',2.523508,1960,1152,1,1,0.7,0.7,0.8,2.181306,227500
'2304 Fruitdale Ave',2.644221,1941,1536,4,4,1,0.6,0.5,2.269727,280000
'429 N Arden Blvd',2.671567,1923,1864,5,2,0.6,0.9,2.1,2.397135,1662500
'55 Laidley St',2.642099,1906,910,0,0,0.6,0.5,?,2.368423,1200000
'1725 Westhaven Ct UNIT K',2.568772,1988,1119,0,0,?,?,1.2,2.237695,255000
'8607 Wonderland Ave',2.641815,1924,1619,0,0,0.2,3.2,2.4,2.348138,810000
'3061 Oakmont Dr',2.629317,1963,1440,0,0,0.6,0.3,2.1,2.092376,?
'2927 Tolliver Dr',2.629317,1986,1322,2,2,0.4,0.6,0.9,2.336389,630000
'10411 Garden Grove Blvd APT 22',2.566256,1988,1033,4,2,0.8,?,1,2.244323,302000
'170 Albacore Ln #C-102',2.613959,1987,1050,0,0,0.6,0.1,5.1,?,?
'1101 W El Camino Real UNIT 402',2.648323,2017,1247,0,0,0.6,0.3,2.2,2.381114,1451000
'587 Lisbon St',2.634281,1911,1843,0,0,0.4,?,0.4,2.331484,775000
'10002 Briley Way',2.669358,1970,5215,3,3,0.7,0.9,0.7,2.390357,1774000
'11557 Snowpeak Way UNIT 639',2.524727,1972,644,1,1,3.1,5.2,3.3,?,230000
'1864 Centro West St',2.724619,2001,4530,4,4,3.2,2,5.9,2.38959,?
'12345 Bernese Lane',2.641529,2017,2450,2,2,1,2.2,0.9,?,890000
'233 Swallowtail Ct',2.622833,2000,1663,1,1,1.4,0.7,3.1,2.329978,831000
'18987 Mellon Dr',2.685436,1960,2563,2,2,1.1,1.1,0.5,2.404053,1655000
'9653 Wendover Dr',2.715373,1973,3568,0,0,3.5,?,5.3,2.421211,812500
'2360 Union St APT 5',2.637397,1922,?,0,0,0.6,1.6,0.8,?,?
'6512 24th St',2.562758,1960,1566,0,0,1.8,?,3.2,2.149039,150000
'1174 Plover Ct',2.661398,1989,2281,2,2,19.7,?,8.2,2.337215,900000
'518 S Ferris Ave',2.60717,1930,2040,15,15,0.5,0.2,?,2.287072,?
'227 Olmstead St',2.654718,1927,1886,0,0,0.4,0.4,0.2,2.33577,855000
'5329 Highway 4 #2',2.571757,1980,3149,4,4,4.8,0.9,13.6,?,?
'1825 44th Ave',2.668414,1939,1903,1,1,0.2,0.4,1.4,2.371016,1311000
'290 N Park Victoria Dr',2.625792,1962,1150,2,2,0.3,1.3,1.2,2.327824,830000
'84 Bosch St',2.588116,1895,1008,0,0,0.7,?,?,2.235271,200000
'3525 Highmore Ln',2.561856,1992,2500,3,3,0.2,1.2,0.7,2.240084,385000
'1738 48th Ave',2.631013,1944,800,0,0,0.4,0.7,1.7,2.275782,375000
'1487 Underwood Ave',2.622072,1932,1488,1,1,0.3,?,?,2.344451,975000
'50 Chester Ave',2.588241,1940,480,1,1,0.3,?,4.3,1.97912,?
'1037 N Vista St APT 203',2.596153,1979,1052,1,1,0.7,?,0.6,2.297574,617000
'12623 Miller Ave',2.503955,1926,2800,1,1,0.2,0.6,0.3,2.07267,84000
'725 Travers Ln',2.501934,?,?,?,?,2.6,?,5.6,?,?
'12150 Atrium Dr',2.657021,1979,1659,2,2,0.4,1.3,1.7,2.341795,750000
'1112 N Evergreen Ave',2.606692,1925,3144,4,4,0.1,1.1,?,2.201993,?
'6921 S Main St',2.558129,2005,1248,2,2,0.4,0.1,1,2.231582,175000
'33 Cambridge St',2.670213,1946,1920,1,1,0.2,0.7,0.8,2.226342,?
'1128 Mallard Ridge Loop',2.65145,1997,2129,2,2,0.4,0.9,1.1,2.295343,391000
'18587 Sage Ct',2.71716,2000,3846,3,3,0.9,0.5,1.2,2.451617,2400000
'2198 Monterey Ave',2.671204,1947,920,0,0,?,0.7,2.8,2.357068,959000
'1052 Renee Ct',2.672287,1979,2400,2,2,0.6,0.9,1,2.322386,525000
'7242 W 88th Pl',2.644604,1953,1676,7,2,0.1,?,?,2.339816,855000
'5754 Barnswell Way',2.627224,1978,1474,2,2,1.3,?,1.8,2.301291,369000
'418 Kenbrook Cir',2.581539,1987,1094,2,2,0.2,1.2,0.9,2.226757,220000
'201 Sansome St UNIT 201',2.61773,1909,658,0,0,0.5,1,0.9,?,750000
'3521 Sacramento St',2.658143,1900,1435,0,0,1.3,0.6,0.5,?,?
'1220 Silver Ave',2.643502,1930,1844,1,1,0.3,0.4,0.6,2.354424,377000
'1152 Snowberry Ct',2.679558,1959,1660,1,1,0.8,1,0.3,2.091561,?
'22166 Crestline Rd',2.53192,1927,800,4,4,9.3,?,11,2.110376,130000
'1018 Rawlings Dr',2.627578,1963,1559,2,2,0.5,0.7,1.1,2.259361,?
'1310 Lyndon St APT B',2.607455,1990,1361,2,2,0.8,0.3,0.1,2.300789,538000
'1534 Baker St',2.652331,1900,?,1,1,0.2,?,0.4,2.335454,750000
'16775 Jackson Oaks Dr',2.61773,1973,2012,2,2,?,?,2.7,1.757132,?
'141 Carlow Ct',2.680981,1965,2175,2,2,0.3,1.8,0.3,2.406112,1860000
'3771 Kersten Dr',2.644604,1959,1815,2,2,?,1.1,0.9,2.161784,?
'31 Heath St',2.639021,1962,1708,2,2,0.2,1.8,1.7,2.32899,810000
'3110 Long Canyon Rd',2.667457,1993,5800,2,2,3.6,?,4.4,2.365966,?
'2837 Greenwich St',2.723436,2005,3426,2,2,0.7,?,1,2.482592,4350000
'3617 Quinn Way',2.556191,1967,1789,2,2,0.2,?,1.6,2.144834,145000
'941 S Ridgeley Dr',2.668982,1933,2875,0,0,0.5,1,1.6,2.36547,990000
'708 Cypress Run',2.570401,1990,2192,2,2,?,1.3,1.7,2.253958,380000
'1730 Franklin Canyon Dr',2.675601,1958,3020,0,0,2.3,?,4.5,2.388369,?
'2533 Hayward Dr',2.642382,1955,1166,2,2,0.5,0.9,0.7,2.225952,212000
'51 Jacklin Cir',2.630001,1982,1430,2,2,0.5,0.7,0.5,2.2531,350000
'321 Topeka Ave',2.625064,1942,1175,1,1,?,0.4,?,2.289268,?
'1840 N Beverly Glen Blvd',2.640491,1940,1500,0,0,2.3,?,3.8,2.340246,940000
'768 Harvard Ave',2.681293,1963,1722,2,2,0.2,0.5,1.7,2.111488,?
'1190 Ebener St',2.649602,1925,1164,0,0,0.2,1,1.8,2.353525,1165000
'7119 Raintree Cir',2.575676,1972,740,2,2,0.5,0.7,0.7,2.250824,?
'1747 Barry Ave APT 107',2.60121,1977,1093,2,2,0.4,1.3,0.6,2.266117,410000
'1031 Clyde Ave APT 603',2.603254,1979,1300,1,1,?,?,?,2.171699,?
'1800 E Heim Ave UNIT 54',2.543206,1963,735,1,1,0.9,1.1,1.3,2.223212,314000
'10538 Butterfield Rd',2.706208,2020,2869,2,2,0.3,1,1.6,2.387789,1520000
'3140 Cowper St',2.681293,1951,1440,2,2,0.3,0.6,1.7,2.366542,1068000
'13701 Quito Rd',2.706627,1977,3762,3,3,0.4,0.6,0.6,2.455788,3400000
'3030 Shadow Springs Pl',2.574318,1985,866,1,1,0.7,?,0.6,2.204589,141000
'3623 Webster St',2.66389,1932,1573,1,1,0.7,0.2,0.7,2.397699,1710000
'237 W 46th St',2.588116,1922,2399,0,0,0.2,1,?,2.263555,420000
'7334 Colton Flat Rd',2.599103,2001,4714,4,4,13.3,?,20.6,2.288075,483204
'2696 Sutter St',2.643224,1880,1290,1,1,0.3,0.9,0.3,?,?
'827 S Idaho St',2.633961,1938,1250,0,0,0.3,1.3,1.6,2.144834,?
'110 Carrera Cir',2.563388,1999,1452,2,2,1.5,?,2.2,2.219978,175000
'399 Kincora Ct',2.606308,1996,1168,1,1,2.3,?,1.8,2.32173,653000
'1044 Montgomery Ave',2.613959,1900,1140,0,0,0.8,?,1.6,2.333762,675000
'4241 Blanchard St',2.52005,1926,1115,1,1,0.4,0.6,?,2.201173,180000
'186 Covington Rd',2.755911,2007,5152,5,5,0.1,?,0.9,2.479654,?
'410 Allen Rd',2.672376,1989,2610,0,0,?,?,5.2,2.398653,1600000
'21697 Monte Vista Ter',2.574394,1957,1260,0,0,0.3,?,8.2,2.222001,245000
'112 Congo St',2.641815,1906,?,1,1,0.4,0.5,0.6,2.234074,228000
'11842 Chamonix Rd',2.602749,1990,1820,0,0,1.5,2.8,1.5,2.300259,595000
'8 Pelican Point',2.594114,2003,2146,0,0,4.3,4.7,5.3,2.335505,675000
'5667 Ladner Dr',2.620525,1965,1342,2,2,0.6,?,0.6,2.161254,?
'607 Brooklyn Ave',2.650857,1916,2069,0,0,?,?,?,2.36272,915000
'731 Fremont St',2.692667,2011,1768,1,1,1,0.7,1.1,?,?
'1810 Bellevue Ave',2.609508,1940,996,4,4,?,?,0.6,2.245058,320000
'LOT 32 Beatty Ridge Rd',2.574318,1969,256,0,0,3.2,?,5.9,?,?
'1633 W 80th St',2.663481,1940,1214,2,2,0.5,1.5,1.8,2.272127,470000
'315 Camino Del Monte',2.665499,1980,3064,0,0,?,?,?,2.334093,?
'20 Manning Ave',2.607644,1948,1432,1,1,0.7,0.8,0.2,2.333806,737500
'13044 Pacific Promenade APT 420',2.637701,2004,1482,2,2,0.2,?,?,2.336853,599000
'81 Lauterbrunnen Strasse #19',2.589358,1981,2372,2,2,11.3,?,11.6,2.278435,?
'740 30th Ave SPC 114',2.542141,2016,1100,0,0,0.8,4.1,2.1,?,?
'400 Beale St APT 709',2.609508,2002,725,1,1,1.7,3.5,0.9,2.326802,720000
'317 S Oleander Ave',2.562758,1921,1052,1,1,0.9,?,0.2,2.26757,305000
'1185 E Foothill Blvd APT 7',2.582917,1986,1218,2,2,1.3,2.8,1.2,2.250242,435000
'2 Issaquah Dock',2.638604,1979,948,0,0,?,?,?,?,899000
'1705 Fulton St',2.729132,1942,3371,2,2,0.1,0.5,1,2.322287,?
'1245 N San Pedro St',2.610874,1947,1080,1,1,0.4,0.6,2,2.150933,?
'2129 Corte Condesa',2.608583,2005,2775,2,2,0.4,2.2,1.9,2.254083,415000
'1555 Geary Blvd APT 5',2.588988,0,850,1,1,0.1,?,0.5,2.302609,590000
'1362 Hillcrest Ct',2.681293,1973,2724,2,2,1.2,1.5,1.6,2.274418,?
'75 Folsom St APT 803',2.62644,1991,956,1,1,1.9,3.6,1.1,2.333779,720000
'138 Regent Ct',2.695219,2000,3489,0,0,0.7,0.7,0.5,?,?
'127 N Alta Vista Blvd',2.674746,1930,2416,1,1,0.9,0.9,0.9,2.38688,1390000
'1401 Mission St UNIT 207',2.61854,2010,1570,1,1,0.9,0.5,0.4,2.314663,650000
'152 Inner Cir',2.509712,1973,1344,2,2,1,?,1.7,1.917677,200000
'2246 E Nyon Ave',2.598025,1971,2280,3,3,0.2,?,0.2,2.288364,532500
'408 E San Mateo St',2.503955,1953,2316,0,0,0.5,0.4,0.1,2.103547,85000
'1360 Londonderry Pl',2.695717,1942,2444,1,1,1.8,2.7,1.5,2.428848,2180000
'96 Fir Ln',2.464019,1960,1114,0,0,5.2,?,5.1,2.029731,?
'4987 Scarlett Way',2.631347,1980,1684,2,2,3.2,?,1.9,2.318613,500000
'710 E Linwood Ave',2.534612,1936,1184,1,1,0.7,?,1.6,2.123699,?
'1012 Saddleback Drive',2.600689,1989,897,1,1,0.5,1,?,?,541000
'1215 S Bedford Dr',2.686807,1946,2510,2,2,1,2.1,1.6,2.30773,?
'8809 S Priest Rd',2.530537,1950,1648,0,0,0.5,?,4.1,2.029023,?
'930 E 7th St',2.509712,1960,1223,3,3,0.2,?,0.4,1.97939,?
'601 E 67th St',2.59953,1945,850,2,2,0.2,0.9,1,2.290558,521000
'928 Wright Ave APT 801',2.459183,1980,1414,1,1,0.4,0.8,2.7,2.342263,900000
'1410 W 37th Pl',2.625064,1910,3595,6,6,?,?,?,2.295477,?
'1180 Grand Teton Dr',2.651105,1969,1983,4,4,1.8,?,6.5,2.241185,?
'12058 169th St',2.572777,1962,1275,0,0,0.3,0.5,1.2,2.253833,385000
'617 E Angeleno Ave APT 303',2.575676,1969,1138,0,0,0.4,0.8,0.9,2.260203,?
'4066 Aurora Way',2.570401,2020,1606,2,2,?,?,?,?,?
'338 Spear St UNIT 20B',2.6858,0,?,1,1,1.8,3.6,1,2.371598,?
'11191 Chula Vista Ave',2.649093,1957,3308,2,2,0.9,1.3,1.5,2.303846,?
'23 Maple Ave',2.590092,1948,1127,0,0,1.3,1.6,0.8,2.327197,605000
'1438 Cottlestone Ct',2.663849,2020,3349,2,2,1.3,3,0.6,2.350748,?
'142 E 55th St',2.581555,1905,859,0,0,0.1,0.5,?,2.222262,255000
'289 Laurel Grove Ln',2.622072,2005,1700,2,2,1.3,1.2,1.3,2.335616,793000
'284 Windsong Way',2.611323,2014,2018,2,2,0.2,2.1,0.8,2.307939,575000
'5253 Meridian Ave',2.627929,1959,1080,2,2,0.6,0.6,0.5,2.308646,433000
'1217-1219 2nd Ave',2.683886,1908,3540,1,1,0.5,2.5,0.3,?,?
'5898 Mountain Home Creek Rd',2.520691,1955,1095,1,1,5.5,?,12,2.175973,200000
'964 Blandford Blvd',2.708375,1931,2700,0,0,0.7,?,1,2.423429,2550000
'948 Yolo St',2.545633,1947,982,1,1,0.9,?,2.8,1.913631,215000
'1835 S Cochran Ave',2.64455,1931,1653,0,0,0.2,?,2.5,2.281233,425000
'11911 Aneta St',2.671204,1949,2860,0,0,0.3,0.9,2.4,2.395549,1700000
'21538 Jacks Ln',2.521642,?,?,?,?,4.3,?,29.6,?,?
'17100 Saint Anne Ln',2.611323,2013,2122,2,2,0.5,9.7,2.4,?,590000
'559 Mill River Ln',2.645511,1991,2091,2,2,1.8,3.9,5.2,2.312951,517000
'1330 Crestmont Dr',2.663275,1978,3038,2,2,2.2,?,?,2.364631,1350000
'1213 Panoche Ave',2.614815,1997,1548,1,1,0.3,?,0.7,2.278242,265000
'929 Ponselle Ln APT 4',2.582782,1976,819,0,0,0.9,0.4,3.2,2.27083,?
'4438 Fairway Dr',2.668262,2002,3134,3,3,?,?,?,2.378186,1465000
'4070 23rd St',2.724227,1900,3395,1,1,0.4,0.3,0.7,2.465779,3575000
'1684 Hydrangea Ln',2.676614,2016,2103,2,2,0.8,0.9,1,2.278804,?
'1714 Emerald Dr',2.61691,2007,2190,0,0,0.5,?,0.2,2.317406,?
'1356 Shawn Dr UNIT 1',2.574622,1970,810,1,1,0.5,0.3,0.8,2.261501,417000
'332 S Oxford Ave APT 301',2.606692,2008,1580,0,0,0.1,?,?,2.307449,?
'917 S New Hampshire Ave UNIT 205',2.590457,2007,1173,0,0,?,?,?,2.24924,340003
'2930 Big Fir Dr',2.554703,1973,1320,0,0,2.4,?,2.4,2.141742,?
'5952 Buena Vista Ave',2.697672,1998,4625,2,2,0.4,?,1.5,2.428975,1785000
'1458 W 37th Pl',2.609508,1910,2403,0,0,?,?,?,2.29201,459000
'9739 Monte Mar Dr',2.717336,2007,5082,0,0,0.6,1.9,1.2,2.439856,?
'1520 E 92nd St',2.609508,2011,3272,1,1,0.3,0.5,?,2.303346,419000
'6346 W 77th St',2.648323,1951,1718,0,0,?,?,?,2.3345,?
'595 Gettysburg Dr',2.628279,1968,1686,2,2,0.2,?,1.1,2.330613,625000
'27 San Felipe Ave',2.625792,1951,1120,0,0,0.2,0.3,0.5,2.118247,?
'12321 Ocean Park Blvd APT 7',2.618942,1981,1429,2,2,0.6,0.9,1.6,2.307145,660000
'42122 Highway 49',2.560942,1940,2200,0,0,0.8,?,5.1,2.193621,212000
'703 Star Jasmine Ct',2.627578,1997,1509,2,2,0.8,?,2.2,2.301541,445000
'960 N Silver Lode Trl',2.48853,1982,1942,0,0,1.6,?,?,?,?
'53321 Road 432',2.560017,1952,1474,2,1,4.4,?,3.4,2.229857,?
'280 Oakhurst Pl',2.687234,1950,1880,0,0,1.1,2.6,1,2.319824,?
'19 Sylvan Way',2.581555,1925,1499,1,1,2,?,4.8,2.314143,620000
'600 W 9th St APT 1214',2.603556,1983,1193,0,0,0.8,0.8,1,2.315715,668000
'3042 Mawing Rd',2.654718,2016,1557,0,0,0.4,1.1,1.3,?,?
'219 Brannan St UNIT 8H',2.659246,2000,1103,2,2,?,?,?,2.395141,1350000
'1119 S Doheny Dr',2.658143,1937,?,0,0,0.4,2.7,1.4,2.329632,?
'12227 Colina Dr',2.719916,1961,2816,8,8,1.1,?,1.7,2.459683,4267750
'13749 Don Julian Rd',2.600689,1978,1886,6,2,0.2,1.3,1.4,2.24109,465000
'433 E 138th St',2.574318,1949,854,2,2,0.2,2.6,3.1,2.262913,380000
'1997 Galileo Ln',2.627929,2018,1988,2,2,2.1,1.5,0.3,2.351697,?
'10630 Castine Ave',2.692406,1968,2394,2,2,0.1,1.1,1.3,2.326377,525000
'12486 Mcandrews Rd',2.557167,1989,2112,2,2,?,?,?,2.166281,?
'5394 Vaca Station Rd',2.533815,1880,1973,2,2,2.3,2.8,4.4,1.953989,?
'2722 Phelps Ave',2.61239,1920,1681,0,0,0.2,0.1,0.8,2.30438,610000
'676 Willow St',2.615239,2003,1376,2,2,0.6,1.4,1.4,2.301654,?
'4896 Lakebird Ct #41',2.605728,1984,1212,0,0,0.9,0.4,0.7,?,888000
'128 Hillcrest Rd',2.685509,1950,2430,0,0,0.3,0.9,1.1,2.416906,2149000
'1219 W 58th Pl',2.577302,1912,1173,0,0,0.1,0.3,0.6,2.242603,330000
'155 Belhaven Dr',2.678592,1965,2448,2,2,0.4,1.3,0.7,2.345273,672500
'1800 Washington St APT 619',2.647282,2001,1042,1,1,0.3,0.9,0.6,2.322949,580000
'48186 Highway 70',2.524727,1972,1885,0,0,?,?,?,?,?
'185 N Buena Vista Ave',2.632667,1924,944,1,1,0.5,0.5,0.4,2.33876,865000
'452 Branciforte Dr',2.61773,1983,1626,0,0,1,2.1,1.2,?,?
'4676 Don Lorenzo Dr APT B',2.588988,1981,1079,0,0,1,1.8,1.5,2.240445,392000
'326 Grant Ave',2.612213,1983,673,1,1,0.8,0.9,1.1,2.262457,275000
'22720 Reno Ave',2.518423,1992,1152,0,0,1.1,?,8.4,2.13928,235000
'1450 S Beverly Dr APT 302',2.628349,2001,1733,0,0,0.4,2.3,1.2,2.300221,488000
'717 W Cherry St',2.546761,?,?,?,?,0.2,0.3,1,?,?
'166 Timberview St',2.641443,1978,2302,5,5,1.9,2.6,4.2,2.32864,870000
'1445 11th Ave',2.684332,1905,2912,1,1,0.1,?,0.3,2.249109,260000
'2711 18th St APT 26',2.603756,1992,750,0,0,0.4,?,0.3,2.2799,368000
'22 Maywood Ln',2.551105,1963,1300,1,1,?,?,7.9,2.21986,300000
'523 Weybridge Dr',2.637701,1976,2256,2,2,0.6,?,0.7,2.221273,?
'4068 Ritchie Rd',2.554803,1937,680,6,6,0.5,?,3.4,2.163305,?
'3828 W Avenue 43',2.625792,1922,912,3,3,0.3,?,1.3,2.224323,270000
'1111 Woodland Ave',2.688497,2007,2303,3,3,0.2,2.9,1.4,2.398091,1559000
'1413 Tamarind Ave',2.664498,?,?,?,?,0.5,0.1,0.3,2.29393,450000
'366 Quintara St',2.642664,1949,?,2,2,0.9,0.2,0.7,2.362845,1150000
'3965 Prospect Ave',2.647381,1966,1601,3,3,0.5,0.4,0.4,2.156361,?
'1872 Ribisi Way',2.639966,1975,1903,2,2,0.2,2.1,0.9,2.181088,?
'8620 Belford Ave APT 105',2.603254,2007,1290,0,0,0.5,?,?,2.316374,745000
'950 N Kings Rd UNIT 351',2.61608,1973,1200,0,0,0.5,2.2,0.8,2.319712,675000
'1025 Treat Ave',2.664498,1903,1628,1,1,0.2,?,0.4,2.390709,1580000
'200 Ford Rd SPC 176',2.507841,1990,1344,0,0,1.2,?,1.7,?,?
'105 Oak St',2.59953,1942,1265,0,0,1.5,3.1,3.3,2.233894,315000
'1742 S Bentley Ave APT 202',2.613091,1979,1507,0,0,0.8,?,1.2,2.322535,745000
'201 Folsom St #6G',2.660695,2016,1401,1,1,1.8,3.5,1,?,?
'3309 Plateau Dr',2.669358,1959,1400,2,2,0.5,?,1.7,2.364508,1135000
'2016 Ocean Street Ext',2.629317,1906,1423,0,0,2.1,1.3,2.3,2.319967,800000
'500 Molino St SUITE 104',2.625792,1923,1370,0,0,?,1.4,1.4,2.268788,369500
'379 Head St',2.645688,1947,1483,1,1,0.2,1,1.4,2.342468,770000
'13933 Janetdale St',2.582239,1957,1626,2,2,0.4,0.9,0.7,2.105453,?
'2415 Van Ness Ave APT 504',2.581555,1926,631,0,0,0.1,0.8,0.4,2.295517,?
'166 Palm Ave APT 2',2.644604,1919,1399,2,2,0.5,0.1,0.7,2.34212,850000
'1526 Gambier Ct',2.686807,1959,1510,2,2,0.5,0.4,0.5,2.108992,?
'207 Pearl Ln',2.687517,2008,1840,0,0,1.3,1.9,0.6,2.41257,2004500
'53 Vesta St',2.632667,1915,1400,2,2,?,0.4,?,2.169419,?
'425 Cottage Home St',2.692667,1965,8341,10,2,0.6,1.5,1.8,2.265805,?
'1122 Peck Dr APT 202',2.604749,1973,1094,0,0,0.9,2.2,1.6,2.288695,526000
'1713 Stearns Dr',2.630137,1945,?,0,0,0.1,4,1.3,2.378244,?
'899 Canada Dr',2.66203,1979,2566,4,2,1.6,1,0.8,2.231582,?
'14216 Maracaibo Rd',2.61024,1962,1126,2,2,0.9,1.3,2.6,2.144522,?
'3831 Elston Dr',2.633961,1959,1170,1,1,0.9,?,3.9,2.277012,475000
'10190 Seward Ct',2.604749,1954,1371,2,2,?,?,1.1,2.254166,290000
'4661 Wilshire Blvd UNIT 101',2.626512,2014,1710,0,0,0.6,0.4,2.2,2.350121,?
'412 Manor Dr',2.536439,1951,1050,0,0,3.2,?,3.2,2.341348,900000
'867 Mangrove Ave',2.664619,1962,1200,2,2,0.3,0.8,1.7,2.360079,1115000
'1684 Rotary Dr',2.66868,1990,3472,2,2,0.3,0.7,1.2,2.388012,?
'1220 Tasman Dr SPACE 475',2.537209,2006,1577,0,0,1.4,1.3,3.9,2.020167,?
'3443 Pepper Tree Ln',2.609047,1954,1075,1,1,0.3,0.8,1.4,2.174116,?
'777 Masson Ave',2.620369,1937,920,1,1,0.3,?,1.3,2.311431,748000
'2811 Francis Ave APT 108',2.572777,2006,930,0,0,0.1,?,?,2.273237,455272
'4652 Geary Blvd',2.692667,1910,5850,0,0,0.2,0.7,1.2,2.437461,2600000
'6215 Alviso Ave',2.610874,1946,1249,2,2,0.6,1.9,?,2.301041,630000
'940 Festa Aglio Ct',2.623958,2000,2639,3,3,0.7,1.5,0.8,2.292093,500000
'845 Woodside Way APT 112',2.60717,1982,894,0,0,0.6,2,0.4,2.317123,702500
'2419 15th Ave',2.644056,1950,2131,1,1,0.4,0.2,0.6,2.352038,724050
'3314 Barbee St',2.605533,1890,1455,0,0,0.2,1.5,1.2,2.260554,418000
'118 Gold Valley Ct',2.511356,2009,1841,0,0,1,1.2,0.7,2.302584,550000
'1019 S Rimpau Blvd',2.657021,1939,1669,0,0,0.6,0.5,?,2.356263,1030000
'4549 Avocado St',2.670619,1933,1807,0,0,0.4,1,0.8,2.380258,1380000
'334 N Hobart Blvd',2.635795,2013,2434,0,0,0.1,0.9,3.4,2.343582,949000
'333 Rancho Rio Ave',2.624329,1967,2437,0,0,1.7,1.7,1.8,2.304332,707500
'20 Paso Del Arroyo',2.733336,1996,4200,4,4,?,?,4.7,2.452911,3000000
'280 Crestview Dr',2.574165,1975,1064,0,0,0.5,0.7,1,2.210567,260000
'5723 Hillbright Cir',2.62321,1968,1495,2,2,0.6,?,0.7,2.299445,435000
'175 Magellan Ave',2.599636,1949,1341,2,2,0.5,2.8,1,2.150521,?
'8555 Ridpath Dr',2.676948,2017,4554,0,0,0.5,2.8,1.8,2.424994,2340900
'0 Highway 99',2.48853,?,?,?,?,7.9,?,8.2,?,?
'549 28th St',2.715373,1951,3157,1,1,0.6,0.3,?,2.433844,2359000
'1120 Karby Ter UNIT 102',2.618055,2014,1007,1,1,0.7,0.8,3.5,2.33091,?
'200 Brannan St APT 234',2.672108,2004,1892,3,3,1.5,3.4,0.8,2.380963,1042500
'4151 Kirsten Dr',2.558129,2003,1969,2,2,?,1.3,2.4,2.177026,155000
'3028 Sunny Meadow Ln',2.654718,1986,2021,2,2,1.2,1,2.1,2.369729,1042000
'4678 Smoke River Ct',2.600689,1973,1104,2,2,0.6,1.2,0.6,2.268235,330000
'21915 Hawaiian Ave APT D',2.573243,2004,1315,3,2,0.4,0.8,1.1,2.263724,465000
'14554 Dry Creek Rd',2.566256,1953,?,?,?,?,?,1.8,2.257654,415000
'7421 Cervantes Pl',2.703416,1952,3214,0,0,0.7,2.3,2.3,2.411253,1874500
'21820 Berkeley Dr',2.539716,1972,1940,2,2,0.9,?,1.8,2.097331,?
'2699 Sycamore Grove Pl',2.661398,1998,3100,3,3,0.4,1.8,1.1,2.37929,1170000
'2047 Ticonderoga Dr',2.676643,1958,2249,2,2,0.7,2.4,2.2,2.215338,1920000
'6 Pelican Point',2.621303,1969,1690,0,0,4.3,4.7,5.3,2.370726,?
'1101 Lombard Way',2.509341,2019,1558,1,1,6.2,9.3,6.4,?,38000
'1219 Sunset Plaza Dr APT 2',2.614815,1951,1158,0,0,0.4,2.8,1.5,2.322129,?
'286 Grace Way',2.597589,1990,1374,0,0,0.9,1.3,0.8,2.21645,188000
'39159 Sioux Dr',2.514541,1963,710,0,0,4,3.4,7.6,2.155747,138500
'1662 Tulane Dr',2.69924,1952,2041,2,2,0.5,?,1.7,2.446013,2830000
'123 N Kilkea Dr',2.69594,1926,2401,2,2,0.5,2,0.7,2.389972,1625500
'806 Banbury Ln',2.665896,1956,1790,2,2,0.2,1,1.7,2.134038,?
'19330 Elena Ln',2.578462,1950,980,11,1,?,8.4,12.7,2.223498,235000
'14 Calle Del Pradero',2.690684,1991,1556,0,0,?,?,?,2.36641,1204000
'3981 Glenalbyn Dr',2.48083,?,?,?,?,0.5,2.5,?,2.210697,65000
'2159 Queens Ln',2.673352,1956,1480,0,0,1.2,2.2,2.1,2.206881,?
'210 Shasta St',2.551105,1959,1910,2,2,0.2,0.2,1.5,2.243815,350000
'6320 Mount Shasta Dr',2.505923,?,1522,0,0,5.3,?,5.4,2.072428,?
'5625 Crescent Park W APT 320',2.638902,2003,2180,2,2,0.4,?,?,2.359256,800000
'2280 Peaceful Glen Way',2.61854,2001,3525,4,4,5.5,?,5.5,2.275434,97000
'83 Fairview Ave',2.837081,1998,13150,0,0,1.3,1,2.6,2.582303,15840000
'1091 Manzanita Dr',2.647804,1960,1550,0,0,1,?,6.8,2.319559,1360000
'8465 Pharmer Rd',2.527689,1983,2772,2,2,5,4,3.5,2.377073,1375000
'5914 Cabral Ave',2.64107,1972,1589,2,2,?,2,1,2.319722,?
'2351 Romero St',2.546312,2000,1603,2,2,1.9,?,11.2,2.182392,299000
'5134 Indian Gulch',2.574318,1940,2100,0,0,?,?,11.2,?,?
'9343 Holland Ave',2.562398,1971,1352,6,2,0.2,?,0.2,2.150167,?
'11711 Cypress St',2.575826,1945,1134,0,0,0.5,1,1.6,2.16873,140000
'2244 Mandeville Canyon Rd',2.742373,1975,6500,0,0,0.8,1.4,2.8,2.451466,?
'1350 Pauline Dr',2.666993,1950,1050,2,2,0.6,2.5,0.8,2.054857,?
'4867 Randolph St',2.551084,1936,855,1,1,0.3,1.2,0.9,2.255691,355000
'23015 Currier Dr',2.613959,1978,2169,2,2,3.5,?,2.7,2.315115,808000
'2312 Eastridge Ave',2.659246,1962,1440,0,0,?,0.2,2.8,2.285405,?
